time,binary,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10
614,1,-0.107347479,1.078617174,-0.004014563,-0.03195338,0.856008589,0.956467504,0.850174445,1.077318957,-0.241783956,0.793235292,-0.000965616
615,0,-0.113677565,1.096996407,-0.060715014,-0.002135646,0.405653964,0.288842066,0.659546256,0.72385785,-0.043851203,1.202733952,0.031769977
616,0,0.537117255,1.057666551,-0.014359357,6.158640672,2.589491217,2.447396831,0.679877049,0.508409277,1.05675887,0.837587507,-0.024805891
617,0,0.232472527,1.216545146,-0.008103957,0.011782112,0.862315052,0.854091839,1.476635721,1.780389987,0.199399876,0.830990458,-0.014175475
618,0,0.278767665,1.086551803,-0.054534835,-0.074010409,2.57588511,2.640830416,1.013485568,0.834765531,0.603730467,1.414750767,-0.03374498
619,1,0.174297748,1.068297501,0.043386114,-0.005385773,0.890512924,0.959256264,2.702862624,2.426380167,-0.424302558,1.00604213,0.035136863
620,0,-0.70815519,0.865025334,-0.011901915,0.020380702,0.543635074,0.5468076,0.419483613,0.592620486,-0.570177078,1.24425479,-0.032929768
621,0,-0.487072059,1.061651586,-0.025014527,-0.014145791,1.828390573,1.74278439,0.541030422,0.838561672,-0.649691642,1.324086364,0.048556225
622,1,-0.256801876,0.887424861,-0.04177115,-0.034976423,0.835911364,0.575222901,1.25940928,1.460412839,-0.389128345,0.990871005,-0.027401544
623,0,-0.551137338,1.119073986,0.065113326,-0.025441745,0.092717208,0.066866302,0.729171611,0.897141062,-0.436852872,0.912053215,0.024915319
624,0,-0.116760733,1.037028544,-0.026865251,-0.005742601,1.055059056,1.10035882,0.504352721,0.391966315,0.075610004,1.007983498,0.003396561
625,0,-0.019841465,1.149092584,-0.0092779,0.177077255,0.129592473,0.129836448,0.976323889,0.974757919,0.186353786,1.124701729,0.000858679
626,1,0.413709571,0.973492004,-0.011056573,0.013663428,5.50107232,5.279027994,1.272338496,1.408629941,0.205449754,1.196745447,0.043875743
627,0,0.318668187,0.774413456,0.03484834,0.080181222,3.302722647,3.734878851,2.98845262,2.994383214,0.252945208,0.869495474,-0.005208459
628,0,0.313791092,1.02415715,-0.044149094,-0.016841123,0.717164169,0.686121516,1.887492667,1.974599273,0.041780539,0.975776064,0.060493342
629,0,-0.16634641,1.200901963,0.029835516,-0.046476645,1.31844707,0.889927816,0.622940263,0.84292006,-0.176864692,1.0645344,0.028133753
630,1,0.126949268,1.073173052,0.031105265,0.048189558,1.170888569,1.520590148,0.911118436,1.222052308,0.04720893,0.861658365,0.013964876
631,1,-0.158785193,0.949337497,0.013616581,-0.01012936,2.175686537,1.737269685,0.962234689,1.272805792,-0.201574375,1.285573826,-0.03517228
632,0,0.391647783,1.119058911,0.048735925,-0.011853241,4.037634183,3.810910068,0.90762273,0.495029032,0.4851949,0.767042752,0.006583324
633,0,0.340554345,0.99004706,0.003043085,-0.010230403,0.916980183,1.139686044,0.650657732,0.900538184,0.340132397,0.937757251,0.027669272
634,0,0.117817129,0.945265622,0.047153127,-0.08055461,0.623657209,0.641108873,1.205983129,1.58757685,-0.225598732,1.049538001,-0.01691663
635,0,-0.16677359,0.90855384,0.0139235,0.05003542,0.623005613,0.556159705,1.319139242,1.136965678,0.091404878,1.164933923,-0.007036425
636,0,0.266437245,0.983414666,-0.007913142,-0.039031783,0.786133016,1.03405116,0.830648205,0.798239698,0.605137248,0.865502167,0.002333602
637,0,-0.086195294,0.95009649,-0.032713645,-0.013473613,1.33830801,1.505306411,0.799030885,0.747114759,-0.216264186,1.348802552,-0.049588075
638,0,0.103029239,1.163732526,-0.047399454,0.002359865,3.340532875,3.063191575,1.654515945,1.90223044,0.373287224,0.948636068,0.064803486
639,0,0.025719125,0.936117699,-0.048462802,-0.020948481,2.482006788,2.823511065,0.840243327,0.970391532,0.135335294,0.976585316,0.044306693
640,0,0.267378977,0.850170857,0.046710073,-0.075087834,0.908401083,0.761976592,1.260574987,1.187121725,0.531615614,1.070109516,0.01594879
641,0,-0.469610092,1.019447002,-0.05867845,-0.005076036,1.992983016,1.902724228,1.294422894,0.99468809,-0.448396581,0.780770858,0.026279666
642,0,-0.06040614,0.864272522,-0.056302677,0.001788737,1.179681137,0.94950197,1.051434286,0.822672698,-0.076481954,1.189486461,0.043692651
643,0,-0.37518823,1.161901391,0.018506252,-0.006688096,2.486842951,3.402214378,0.346994262,0.477914,-0.008559812,0.747774758,-0.048628269
644,0,0.214000164,1.130417245,-0.048755192,0.076905735,3.08703723,3.29855944,1.060939097,1.362321788,-0.210442498,1.25497762,0.034456433
645,1,-0.204064712,0.861453717,0.080942912,-0.01481432,0.627459417,0.639116063,0.833701528,0.881815994,-0.319521705,1.144066988,-0.035710874
646,1,-0.210888314,0.908186059,-0.046290686,-0.031630776,0.899074973,0.737049928,0.46060548,0.46734442,0.140295987,0.78758828,0.018582259
647,0,-0.592867173,1.013422084,0.106310757,0.036099928,0.592657007,0.632645662,0.811498471,0.675863501,-0.505442691,1.003048016,0.001478046
648,0,0.625241055,0.987555719,0.022848774,2.99128E-05,2.219373436,1.995713327,1.833030036,1.929254554,0.681731378,1.146438564,0.017691154
649,1,-0.14819215,0.950070384,0.013191599,-0.032202613,1.054682684,0.996238288,0.580446804,0.576053948,0.401285405,1.10008003,0.032746599
650,0,0.117006678,1.329430026,0.075784532,0.013037448,0.836356895,1.141180628,1.626045381,1.493275231,0.21152088,1.233736381,0.030335478
651,0,0.429024378,1.194699863,0.04157105,0.005645026,5.06041198,5.473283661,1.73568361,1.627788741,0.988357783,1.322674584,-0.034004547
652,1,0.180001969,1.003232236,0.020321735,0.01698605,1.324079814,1.459103134,1.643605179,1.182503408,-0.064794641,1.484805886,0.092837433
653,1,-0.395779427,0.891631429,0.009549729,-0.05081789,5.002369626,5.282719348,1.090907358,0.96183934,-0.157668318,0.892235587,-0.004722586
654,0,-0.069219419,1.054562034,0.071074957,-0.017279654,0.357698897,0.403035449,1.61365899,1.647698948,-0.201778555,1.039996002,-0.009646162
655,0,0.119773725,0.961758239,0.085767735,0.013536403,0.627098165,0.466997671,1.093341627,1.536542171,0.071819831,1.124979337,0.020812997
656,1,-0.185762389,0.996346457,-0.066235933,0.009188964,1.349788701,1.15526051,0.493591538,0.491086163,-0.17952273,0.838905347,-0.02394494
657,0,0.263218404,1.034559492,0.023661083,-0.030065588,2.507442137,2.643098816,0.872892832,0.828986886,0.113660746,0.826928493,-0.011371238
658,0,0.105985439,1.090754365,-0.012526185,-0.027141207,0.363383621,0.395678336,0.75449224,0.463266709,0.139799582,0.762070063,0.012273382
659,0,-0.605233289,1.118865574,-0.002937801,0.001464116,1.641084618,1.799554748,0.733316121,0.719421655,-0.411457321,1.242604265,0.040959063
660,0,0.6023373,0.985702413,0.079085792,-0.029146213,2.221411763,2.713198118,2.961979318,3.190889014,0.482239372,1.275138948,-0.022592712
661,0,0.198362411,1.090676968,-0.016627944,0.016780679,0.342406985,0.341801927,1.066096388,0.799232169,0.055104871,1.114782117,-0.043827697
662,0,-0.339242839,0.992072474,-0.010486388,-0.016279206,0.283639748,0.299442334,0.652676236,0.108872213,-0.600569607,0.919236438,-0.013218677
663,0,0.282654307,0.933792797,-0.034547165,-0.030016684,0.337206583,0.270900867,0.742712846,1.138751089,-0.221171239,1.032152807,0.037818935
664,0,-0.107036759,1.258102135,-0.027733087,-0.014910849,0.240932544,0.304721168,0.859963439,1.003534752,-0.037908118,0.832466403,0.026014693
665,0,-0.481303412,0.989983725,0.007574065,0.001211541,0.265874804,0.320905847,0.635039743,0.827952857,-0.401702945,0.983310638,0.006014063
666,0,-0.257083758,0.916233415,-0.002811008,0.012873142,2.951036709,3.893428645,0.748909263,0.542663933,-0.616993295,1.513096379,0.001231631
667,0,-0.312871696,0.942484101,0.042648005,-0.001310319,0.31526162,0.317576959,1.024817477,1.254546091,-0.254874452,1.253207671,-0.006824704
668,0,0.311532326,0.830490668,-0.084117249,-0.000668967,0.868611697,0.591791332,1.463455156,1.477035675,0.090786818,1.094951857,-0.019146998
669,0,-1.116417202,0.898943924,-0.021301136,-0.037718385,0.193970304,0.190048624,0.158675301,0.00286316,-1.238843473,1.296652821,0.018944975
670,0,-0.399962265,1.13748672,0.029195669,0.084843703,0.246071047,0.211312158,0.267296424,0.347372722,-0.747950793,0.817467599,-0.023853592
671,1,-0.409359949,0.987568338,0.010044394,0.008723272,0.477528772,0.450868332,0.932470212,1.020069749,-0.356125908,0.927367808,-0.005263619
672,1,0.485736286,1.016302237,-0.021158278,-0.671684284,7.919518961,6.716220076,1.234263053,0.922528891,0.154418925,0.908206526,0.041807999
673,0,0.542510959,0.979576635,-0.078149182,-0.00907927,0.435923622,0.504234463,1.103898174,1.560322684,0.869988917,0.536866931,0.043385172
674,0,0.694116178,1.078920057,0.020825986,0.011097735,1.245198846,0.612974517,1.310938611,1.15369255,1.02909245,1.12468788,0.009241661
675,0,-0.034565947,1.0044579,-0.053567614,0.102948555,1.585101574,1.532582195,0.586795521,0.76468409,-0.048090611,0.895936107,0.062163733
676,0,0.60597231,1.005432255,0.019709252,-0.654410027,6.351764153,6.063198254,2.937875048,2.852136559,0.726814348,1.205663643,-0.014081236
677,0,-0.004244324,1.030704146,0.014552357,-0.007759233,0.46107073,0.422585895,0.925962106,0.834086328,0.228615581,0.946907363,0.011627916
678,0,0.043417484,1.011842145,0.017503125,-0.011050076,0.184757727,0.159138259,0.813101546,0.906399535,0.090736942,0.646208147,0.034562721
679,0,-0.327103595,1.100540032,0.019589786,0.018358112,0.255712332,0.236236612,0.382193317,0.667014723,-0.345718048,0.973161255,0.029305513
680,0,-0.05137133,0.966571783,0.001309485,0.021701854,2.541561491,3.347599743,1.30960083,1.065596717,-0.302087105,1.118833559,0.021270783
681,0,-0.104111638,1.006717592,-0.046677527,-0.007111427,0.685023219,0.656532363,0.86263347,0.914760983,-0.195739234,0.820906736,-0.050765967
682,0,0.203939601,1.092473954,-0.0206239,-0.004608152,1.636547652,1.182325459,1.456203988,0.989302501,0.041254111,1.730874515,0.017906993
683,0,0.306220572,1.151297767,0.086344906,0.043678683,2.738946141,3.090204765,1.657270353,1.686812749,0.136454284,1.226434293,0.010909651
684,1,-0.045874083,0.952255077,-0.008668748,0.035570996,0.477887607,0.4676566,0.88877544,0.432682193,-0.377088899,1.037656909,-0.019275754
685,0,0.727808322,0.949825776,0.016101118,-0.006162839,0.673061447,0.941431287,1.666957265,1.419463641,0.659582619,0.734973855,0.01847169
686,0,0.514846242,0.992984079,0.029087243,-0.021270458,1.955271932,1.725398875,1.833203579,1.552885857,0.371469247,0.624505011,0.050640742
687,1,-0.250173619,1.012479826,-0.01080043,0.011813812,4.790669403,5.545817694,0.744376996,0.574524561,-0.560482452,0.751286511,-0.0082679
688,0,-0.432734465,0.951964091,0.023318325,-0.043831639,2.485665361,2.303816885,0.306786919,0.199574638,-0.642034353,0.66434695,-0.024769802
689,0,0.197718636,1.089881282,-0.020836189,-0.005939185,2.294449127,2.062259632,1.435222118,1.66307221,0.359180533,1.121033502,-0.028622962
690,0,-0.502458129,0.829086004,-0.020404271,0.319667198,0.273050832,0.306081387,0.723147838,0.196152763,-0.296164497,1.019269149,0.015564384
691,0,-0.707930577,0.766497011,-0.043391736,0.034712175,2.160093351,2.801574084,0.246205275,0.460668993,-0.301526187,1.239979297,0.035077544
692,0,-0.247688331,0.940730529,-0.036484613,-0.022991169,1.073521425,0.826848478,0.546907333,0.398037184,-0.226185624,0.785312382,0.020124422
693,0,-0.002706615,0.860706745,0.013512704,0.016477191,1.719087997,1.19449156,0.827359871,0.515965969,-0.287218266,1.013839503,0.009233439
694,0,-0.583383372,0.971357226,0.049897975,-0.014654641,0.952533089,0.82580333,0.737188034,0.450109596,-0.558995164,0.887203414,-0.062490536
695,0,-0.002952055,0.96572268,-0.058345603,0.022018861,1.799581392,2.001791291,0.541846197,0.271340482,-0.04034449,1.077080631,0.045667572
696,1,0.251239532,1.009204098,-0.012778234,-0.009053515,4.54855556,5.153346229,2.027156819,1.826142233,0.173030175,0.982577425,0.006241906
697,1,0.72653639,0.947180426,-0.021493055,-0.028277732,3.255226355,3.234473264,2.000786075,1.858998711,0.641882195,1.015349475,-0.016235006
698,0,-0.005464082,0.87190715,0.035597802,0.001864535,0.665253264,0.683820928,1.649515434,1.467811565,-0.71083605,0.803851963,0.034341672
699,0,0.134359822,0.916974642,0.006010728,0.044800204,1.004909011,1.142093015,3.278506408,3.718496124,0.295919503,1.028838582,0.002313978
700,0,0.359062638,0.971742685,0.006882607,0.007611069,4.323442838,4.903281991,0.791328343,1.057020869,0.654624138,0.870814184,-0.036433229
701,0,0.612735313,0.853366748,-0.023448551,0.000360668,2.011312895,2.431464296,1.635566151,1.570848183,0.869424043,1.012625808,0.0070998
702,1,0.131591666,1.011171486,0.00283323,-0.002485739,1.107052613,1.152128584,3.063665261,2.890493842,0.036232053,0.724218609,0.029004646
703,1,-0.371056085,1.096868909,-0.001558019,0.031062714,1.556511543,1.324502615,0.694883234,0.18832941,-0.22171708,0.909366965,-0.004800404
704,0,0.162353748,0.965115504,-0.016184712,-0.002366521,6.523789569,5.668400598,0.758115504,0.644937784,-0.06482197,0.954838321,0.00114937
705,0,0.065247144,0.911297685,0.019985212,-0.007246007,0.640696191,0.667451817,0.314550298,1.06240828,-0.023948364,1.047330269,-0.018356666
706,0,0.280274394,1.000686987,-0.003762901,0.002457056,1.518238985,1.390790746,1.06293513,1.237462714,0.574594656,1.037127048,-0.026033488
707,0,0.624256348,1.071983101,0.002269456,0.010731,1.87243132,2.385802274,4.457510362,4.828202369,0.77597069,1.275795124,0.03786082
708,1,0.41696321,0.970984742,0.008993663,-0.012138499,0.562490093,0.534972278,1.52698973,1.464473569,0.439093375,1.287347255,0.015450663
709,1,0.254080894,0.933805691,0.025853936,0.018004254,1.827483493,1.102024798,1.011166022,0.731639335,0.329725189,1.133573096,0.006874732
710,0,-0.132765075,1.009919662,0.060790465,-0.032380386,0.424895775,0.586643358,1.464414337,1.980769533,-0.003547632,1.171755481,0.004986927
711,1,0.053313889,1.22193068,-0.078823837,-0.024583302,0.691259923,0.746823253,0.797277536,0.9478996,0.120389146,1.385122804,-0.022854663
712,1,-0.530872686,0.92228516,-0.006677845,0.049773679,1.091042084,0.984047568,1.0257863,0.608678591,-0.470011165,1.261550321,-0.017257599
713,0,0.056621302,1.047429365,0.051799334,0.003154054,0.128773116,0.119620314,1.023875587,1.031369219,-0.213901493,0.88488498,0.00014131
714,0,-0.101492952,0.974804357,-0.073513635,0.033780412,0.348603945,0.242658532,1.148136962,0.835800944,0.254161248,1.354369008,-0.040799007
715,1,0.365508122,0.978220619,-0.031382114,0.064535939,3.112640674,3.825766354,1.257196487,1.066266862,0.460336906,1.355501351,0.055074906
716,1,0.163573066,1.026586258,-0.036084291,-0.008625935,0.31248086,0.199809681,2.484984821,2.635378486,0.12833947,0.79670449,0.016369658
717,1,0.194502935,0.942153667,0.038203064,0.03057611,3.624614721,1.995708785,0.587544102,0.768432138,0.331065369,0.953392522,0.074359488
718,1,0.499268635,0.897431078,0.047273324,-0.006319701,1.011730401,0.973808963,1.179836082,1.238470336,0.527363876,1.003597533,0.007235718
719,1,0.146923769,0.811725649,-0.013644069,0.040403825,0.364769708,0.515636734,1.196799945,0.982115669,0.132017339,0.966377635,0.006586146
720,1,-0.276758683,1.050651924,0.000158557,-0.071908726,2.907316932,3.376472343,0.719405146,1.034070208,-0.204392561,0.862848194,0.029444044
721,0,-0.225004618,1.016510077,0.006651711,-0.000302171,1.138850478,1.545012908,1.349936106,1.273398792,-0.229118249,0.897352265,0.017417828
722,0,0.306090434,1.245907139,0.029302091,0.005088525,0.424248611,0.320324854,0.995454759,0.504315394,0.752627389,0.885021232,0.016493843
723,1,0.020740148,1.219361471,0.021135518,0.013488144,3.87850639,4.784600458,0.622243204,0.627360066,-0.024807176,0.878096033,-0.028955762
724,1,-0.192005078,1.055416491,-0.012939608,-0.020141263,0.504042893,0.307935926,0.385097575,0.541574707,-0.70961566,0.800809369,0.023485836
725,0,-0.473300433,0.992274153,-0.00549748,0.011537637,0.375314586,0.383432487,0.732150891,0.9371291,-0.23737569,1.339356312,-0.011706329
726,0,0.032558571,0.943077375,-0.041231245,-0.053749211,2.046795342,2.147711536,0.519746637,0.934742245,0.194479138,0.878138394,0.05640946
727,0,-0.068824891,0.947198239,0.050358253,-0.030171988,0.84821613,0.888155322,1.095782165,1.012777659,-0.041247495,1.415074589,-0.004078334
728,0,-0.147504033,0.989117862,0.010084819,-0.018184249,1.655840649,2.165493634,0.548355746,0.596596101,-0.273999876,0.927471653,0.040495874
729,0,0.419429429,1.042867899,-0.01308502,-0.087258067,3.293443051,3.232630607,1.096715241,1.044740926,0.104899992,1.12563291,-0.033671279
730,0,0.060049804,0.74433158,-0.016240674,0.007592044,3.261943243,4.44973889,1.317849215,1.558175723,0.020935851,1.247399641,0.065588166
731,1,0.075375345,1.2938957,-0.004266549,-0.020000085,0.936096104,0.584936028,1.086692829,1.468763179,-0.011800159,1.074491303,0.003615899
732,0,0.086049665,0.850520304,0.012733171,-0.023848802,0.205854965,0.176598976,1.252453889,1.061134636,-0.05707244,0.803475103,0.024266998
733,0,0.354500793,1.039409522,-0.063581894,-0.015350947,0.179572351,0.137680289,1.535953946,1.486717193,0.605116058,0.873152699,0.00728653
734,0,-0.164669734,0.961955927,-0.077263571,0.010353068,0.309679845,0.394200645,0.888911566,0.693981721,-0.372636137,0.996356297,-0.004479599
735,0,0.597734188,0.884888955,0.028035152,-0.073491348,1.394242838,1.223542844,1.153230756,1.25048244,0.461352387,1.467744916,0.063319338
736,0,-0.853953697,1.167155781,-0.00716399,0.063159037,0.302107492,0.353913567,0.847340256,0.522109219,-0.815385348,1.161614722,0.002972128
737,0,0.251956035,1.064104764,0.025448759,0.021016278,3.813080812,4.271797479,1.452557122,1.593609251,-0.091918307,1.623420665,0.024074807
738,1,0.059897736,0.835205499,0.014502778,-0.007218358,0.612038172,0.696985127,0.495501084,0.097743419,-0.191913296,1.071662634,-0.022643498
739,0,0.687459052,0.984357508,0.058054947,0.057959086,1.10764418,1.105251299,4.855621364,5.154577055,0.531552247,0.881189419,0.039126724
740,0,-0.881788858,1.060892034,-0.060123113,-0.015461114,0.236979518,0.257641024,0.398018149,0.297637883,-1.052313256,0.778075031,0.001929036
741,1,0.189807802,0.825537068,0.045764059,-0.030021952,1.303150525,1.455741099,1.392910876,0.905133205,0.166831112,1.069444574,0.020908561
742,0,-0.006440065,0.897048322,-0.023782337,-0.001646673,1.171446506,1.315539124,0.815858752,1.007442393,-0.115417065,0.81600977,-0.002920831
743,0,0.560964167,0.994575029,0.066996627,-0.006542799,2.902157779,2.969237856,3.464525103,3.101636045,0.486605909,0.861984466,-0.01624765
744,0,0.261434651,1.13123157,0.016901072,0.005336753,14.94515232,13.90752065,1.21625718,1.186402181,0.226414596,1.124260255,-0.017176245
745,0,0.294097292,1.021231278,0.058199603,-0.007887648,2.777452071,2.251932715,1.407593141,1.038577162,0.377414225,1.233732522,-0.023684716
746,0,0.375988473,0.937646979,0.015864792,-0.03503376,3.960125183,1.983877377,0.936998868,0.912590066,0.066269461,0.891352467,0.015739191
747,0,0.187731389,1.039188124,0.001658011,0.032732454,0.109982656,0.117027097,0.77975649,0.704316861,-0.019641556,1.474399859,-0.012520535
748,0,-0.084447152,1.074615607,-0.031775002,0.078018336,6.594629056,6.85556275,1.038205663,1.266859398,-0.131113728,1.638676203,0.018746741
749,0,-0.682172219,1.229690035,0.025692072,-0.008834082,0.763795499,0.728790428,1.109971714,1.069957484,-0.543752079,1.046648624,0.051475548
750,0,-0.677176782,1.115644269,-0.043433521,-0.014946518,1.075843863,0.944688543,0.477916971,0.563864145,-0.801921263,0.960996388,-0.001658534
751,0,0.197229137,1.088983303,-0.000111507,-0.007026419,2.519669413,1.745895975,0.618341057,0.526783856,0.505338159,0.742780169,0.01668471
752,1,0.586886166,0.981682746,-0.03200268,-0.003569025,10.05621545,11.76732896,2.356063279,2.373083068,0.641353815,0.820160329,0.049795423
753,0,-0.522914997,1.141779286,0.049694795,-0.16267997,1.033449749,0.966676329,0.997302439,1.009026745,-0.477230922,0.949466884,0.004840016
754,0,0.65984802,1.098272523,-0.068542701,0.0117105,13.50167882,13.442422,0.937727297,0.938041318,0.53347081,0.989076692,-0.01702467
755,0,0.405918569,0.945998325,-0.042290248,0.013555878,2.12759882,2.003496355,1.036107081,0.90796697,0.45284631,0.893735827,0.059898907
756,0,-0.499794233,0.908003228,0.009589467,-0.017387651,1.542083588,1.578230801,0.229446443,0.212210014,-0.277220229,1.199152676,0.046134025
757,0,-0.714583083,1.045597381,0.007212239,0.007032343,0.251473659,0.268857324,0.479739001,0.361435457,-0.678756751,1.074188435,-0.020128948
758,0,0.086156113,1.105262727,0.014190195,0.039759902,0.150324699,0.175011043,2.144382833,2.147691877,0.151235186,0.824852313,0.008131932
759,0,-0.340713752,1.107273988,-0.000615608,-0.004591714,1.22992276,0.965826225,1.280704807,1.167085843,0.012883289,1.175649574,-0.01990861
760,0,0.552558547,1.203336257,0.008385128,-0.039230566,2.664377573,2.553473272,3.373249568,3.736565661,0.349482387,0.941344918,0.029495902
761,0,-0.355651841,1.157557924,-0.093366514,0.163226829,0.991042022,0.974097281,0.485448744,0.165470799,-0.391385575,0.80706005,0.032882183
762,1,0.992984877,0.995031595,-0.044635692,-0.357028474,0.698429543,0.794842769,3.190244203,3.355182272,0.777346631,0.677206057,-0.0048657
763,0,-0.367313479,0.909814556,0.010959278,0.019465674,0.560579477,0.598274301,0.43603979,0.686071481,-0.473663527,1.016496585,-0.02036083
764,0,0.338177302,0.966298727,-0.061510315,-0.100253534,1.436092868,1.252877066,1.588021051,1.1413683,0.553469368,0.76233593,-0.019466093
765,0,-0.77410747,0.967823604,0.027763461,-0.006929121,0.511759071,0.600009585,0.328072456,-0.071831214,-0.824709171,1.204675001,-0.035261578
766,0,0.668007521,0.958203105,0.000782735,-0.787525035,4.265328109,4.64074267,2.803237645,3.07829976,0.683468595,0.72883357,0.009992012
767,0,-0.317719436,1.047758488,-0.051442587,-0.019930972,0.533668128,0.476137511,1.099973285,1.249688881,-0.591198451,0.825752956,-0.0106237
768,0,0.2602847,1.079226918,0.070783426,0.009579245,0.978857852,0.793300491,1.329819377,1.758396928,0.134731113,0.932421483,0.038388974
769,0,0.106877743,0.98105823,-0.02604019,-0.009893708,1.302647452,1.37530525,1.660858731,2.238468196,-0.154054746,1.035156097,-0.018737821
770,0,0.397914444,0.99430963,0.037601016,0.001613195,1.530798677,1.521322129,1.681272615,1.599212424,0.457026646,1.064469838,-0.009959199
771,0,0.92476196,0.883015482,-0.032905639,0.013073952,9.469795895,10.46538962,2.023716234,1.451948551,0.953337033,1.690637503,0.036945552
772,0,-0.203081816,0.93901414,-0.005280083,0.051834771,2.838173672,2.229626147,0.555499275,0.8812328,0.034034359,0.990130944,0.005503882
773,0,-0.509173761,1.001556003,0.002769062,-0.001110358,1.349760175,1.10956234,1.084336648,0.840352176,-0.582204997,1.384409833,0.011791591
774,0,0.052511909,1.113451302,-0.00020901,-0.018161832,2.366738828,2.976571153,0.852629823,0.650233673,0.019200708,0.950385483,-0.042602726
775,0,0.194209688,1.001139492,0.006753076,0.007943127,0.829392223,0.555699507,0.487542677,0.29822239,0.352850864,0.967894546,0.00884552
776,0,-0.515876559,0.993964402,-0.099827717,0.04161877,0.870911351,0.901388247,2.459593021,2.326672519,-0.584570209,1.202113767,0.049758346
777,1,0.297762751,1.072904112,-0.041399127,-0.090056728,5.887241383,8.913637779,2.359438608,2.547454293,0.088977568,1.369106374,-0.016432575
778,1,0.026038924,0.903638826,0.021355801,-0.003092425,1.281607112,1.707079037,1.120866117,0.963818413,0.387695989,0.879626954,-0.042593759
779,1,0.141545895,0.799459196,-0.018284695,0.03172137,0.802348725,0.768413659,0.745124105,0.977346735,0.156262091,1.11561312,0.014685542
780,1,-0.055005034,1.033152745,0.04729535,-0.032265965,0.688287797,0.558984447,2.177573982,2.945042791,0.162364899,1.148440162,0.013383264
781,0,-0.122012319,0.962980973,-0.01657704,0.006999952,1.306583974,0.8530061,1.004958449,0.769249129,-0.378569297,1.013216405,0.035386597
782,0,-0.45577638,1.092104049,0.019872062,0.096313394,0.115952694,0.135647297,2.297994505,1.712279238,-0.116288537,1.274604495,0.038536261
783,0,-0.283194268,0.885720384,0.00035794,-0.012037273,0.477004521,0.342583998,0.895300459,1.082914099,-0.196371933,0.795984221,-0.038402547
784,1,1.179064319,1.113550113,0.039424221,0.0168598,13.34111554,8.868492391,1.936960249,1.987929609,0.741275426,1.15325533,0.004416104
785,0,0.589062704,0.932712456,0.07734776,0.079411506,3.190027703,3.071467286,2.381572602,2.841332041,0.545096098,1.017198228,-0.007762817
786,1,-0.004203739,1.174088188,0.075647951,-0.031967176,0.151719235,0.122907008,0.74994979,0.977166501,0.063689089,1.055647197,-0.049021675
787,1,-0.034539449,0.996312328,0.024111823,0.041435359,0.634229359,0.7446331,1.085191227,0.780935106,0.390988909,1.023686177,-0.001204207
788,0,0.533193157,1.07551859,-0.058456483,0.010203481,0.311133887,0.220454251,1.673817374,1.485207461,0.329489559,1.106801749,0.028252842
789,1,-0.227327596,0.854095893,0.03098849,-0.01318964,1.361518118,1.329924419,0.446279256,0.615101389,0.259200052,0.739345562,0.025981762
790,0,0.208904857,1.291439702,0.045681202,0.000268777,0.585973986,0.578276676,0.893167063,0.482846482,0.58453085,1.0616047,-0.000963508
791,0,-0.423287785,1.110855187,0.089704837,0.004383509,0.661318348,0.498593834,1.053094616,1.52279772,-0.527104914,1.189345102,0.007946105
792,0,0.380003478,1.088004407,0.077498562,-0.001788253,0.207901204,0.142905882,2.63504514,2.412117816,0.497660858,0.896360971,0.019427125
793,0,0.247388426,0.93189616,0.032513506,-0.013934008,0.632471337,0.729324959,1.088448551,0.346197342,-0.12146871,0.862029808,-0.004253565
794,0,-0.782477421,0.991524201,-0.004363277,0.001679689,0.424303129,0.399001388,0.64638565,0.412715567,-1.327090819,1.053338362,0.07846362
795,0,-0.0321059,0.99898475,-0.007458144,0.14666642,1.856063084,1.487651475,1.027185432,1.074541581,-0.249003144,1.225242782,0.030562272
796,0,-0.299699208,1.126565956,0.02852923,0.018263027,0.382846019,0.473975081,1.465034395,1.285229963,0.246052827,1.008307411,-0.032318132
797,1,-0.595709343,1.091815705,0.060237406,0.011054381,0.09511154,0.058464282,0.474982686,0.490202882,-1.024903716,0.860926364,0.013953856
798,0,-0.485128073,0.926219093,-0.045290238,0.008162314,0.158541355,0.131290274,0.77623702,1.109846325,-0.58355595,1.1592508,-0.031935795
799,0,-0.133816138,1.090425035,-0.094754726,-0.157570414,0.528030533,0.626261291,0.877787486,0.50342803,-0.228656621,0.939250079,-0.001981556
800,0,-0.451116798,1.014485373,-0.037932929,0.009633865,0.789756919,0.883294918,0.918889722,1.089181908,-0.452166505,0.840268823,-0.002866752
801,0,0.264392663,1.019806991,0.031543803,-0.101790711,1.184106573,1.360640505,1.962556534,2.091287447,0.796756625,1.168742524,-0.005436562
802,0,0.250818239,1.033944235,0.059630812,0.044985085,0.367234253,0.424057966,1.381788256,1.144474724,-0.110251402,0.856331943,0.045107422
803,0,-0.082469144,1.343545445,0.009756106,0.000728464,1.147127666,1.243160586,1.268059414,1.138573057,-0.330198949,1.255023416,0.010732515
804,1,-0.091620194,0.851281935,0.008984064,-0.010256372,0.488830772,0.55210236,0.499427906,0.739434918,0.026318863,0.610429478,0.017313057
805,1,-0.912653404,1.080587192,-0.013583258,-0.005674615,0.416011243,0.304650701,0.221094258,0.27666904,-0.81129792,0.631563324,0.035898461
